"gene_id","cell_type","log2FC","lfcSE","pval","padj","baseMean"
"SND1","Vascular_cell",-0.893960184107391,1.0414559873112,0.39068521507273,0.999942662969948,5.41066912282587
"NEK5","Vascular_cell",-2.16987145340404,1.83454773529259,0.236895250559621,0.999942662969948,0.799830094745046
"PSMD12","Vascular_cell",2.05926784170683,1.38658744635095,0.137508391973642,0.999942662969948,3.61557792058345
"MIRLET7BHG","Vascular_cell",0.0320825300726139,3.03281245702584,0.991559755717195,0.999942662969948,0.527188099418079
"NOL4L","Vascular_cell",0.10110111205834,1.92000189813735,0.958005378062564,0.999942662969948,3.68515275397134
"SLC22A4","Vascular_cell",1.85968196219351,2.0658959118934,0.368023494143063,0.999942662969948,0.723872233260319
"ENTPD4","Vascular_cell",0.524274353133564,0.968511270238572,0.588287156839587,0.999942662969948,22.3847425887131
"C1D","Vascular_cell",0.265690621211893,2.15077524206227,0.901685447968251,0.999942662969948,0.891650545395989
"TBC1D9B","Vascular_cell",-0.194044866928688,1.12029922614728,0.862487880472792,0.999942662969948,4.42178872289671
"KANK2","Vascular_cell",-1.04559989123438,1.33886173654678,0.434824953834287,0.999942662969948,5.12900537162343
"GTF2E2","Vascular_cell",-2.14090731745669,1.9885765205933,0.281657692703628,0.999942662969948,2.11674382390727
"RAMP2-AS1","Vascular_cell",-1.2368130556809,3.49124507080486,0.723143059388576,0.999942662969948,0.26477257052296
"KRBOX5","Vascular_cell",-0.756485927367137,1.24950456188709,0.544894183703489,0.999942662969948,3.78214418414322
"DDI2","Vascular_cell",-1.16521467896715,1.61303681007409,0.470065014871363,0.999942662969948,2.50089405983367
"SVIL","Vascular_cell",0.0360211707765845,0.805498647397305,0.96433121307521,0.999942662969948,23.2363127873351
"TRIM33","Vascular_cell",-1.22432322328468,1.30935524007106,0.349758358140951,0.999942662969948,4.42943664649832
"LRP10","Vascular_cell",1.64568726648111,0.982320016725239,0.0938740793630279,0.999942662969948,10.2973605584834
"PELI1","Vascular_cell",-1.28736545075161,1.65434627784525,0.436467799710172,0.999942662969948,4.00522234221248
"ZNF655","Vascular_cell",-1.16134055547521,1.0654351700357,0.275706437944514,0.999942662969948,4.90474492002408
"MRPL21","Vascular_cell",-1.40184685542579,2.70672332463364,0.604519059480942,0.999942662969948,0.40725953480029
"UAP1L1","Vascular_cell",-2.94285588756745,3.1121476499472,0.344351157246513,0.999942662969948,0.946096586603744
"ZNF786","Vascular_cell",-1.77180699486899,1.86278454056189,0.34152292844017,0.999942662969948,1.19326839416444
"ZNF517","Vascular_cell",1.18803105088301,2.77741364475174,0.668835144798237,0.999942662969948,2.01770057202547
"ZNF675","Vascular_cell",0.385433599153204,3.6683105738238,0.916319353990845,0.999942662969948,0.300295048432213
"SLC22A5","Vascular_cell",1.51633905945289,1.75303784587764,0.387050898484514,0.999942662969948,2.11338486254091
"ADARB1","Vascular_cell",-0.929793963836619,2.5889107346874,0.719486729401919,0.999942662969948,0.577159935727827
"HTT","Vascular_cell",0.194881047749463,0.914241044382607,0.831200949440126,0.999942662969948,3.13481944874744
"DCHS2","Vascular_cell",0.0909445007446664,3.64116619508697,0.980073507981591,0.999942662969948,0.418222904817963
"SHPK","Vascular_cell",2.81494260747394,2.96311494815458,0.342115098056675,0.999942662969948,1.71781439929823
"IPP","Vascular_cell",-1.34132611127752,2.57569345346137,0.602531810355902,0.999942662969948,0.62885344822574
"OPALIN","Vascular_cell",-1.5551022431216,2.51387358405948,0.536174647921272,0.999942662969948,0.857525311104742
"MAP3K5","Vascular_cell",-0.705099871877135,1.11799387451306,0.528247734197682,0.999942662969948,3.99108561533281
"GSTK1","Vascular_cell",-0.0248301004778407,1.51934245146928,0.986961022550437,0.999942662969948,18.4404513657062
"COL13A1","Vascular_cell",2.87731431580993,1.86784211617489,0.123451102270966,0.999942662969948,2.50114238371296
"PCDHB11","Vascular_cell",-0.282723317545079,3.04774741983688,0.926090510362938,0.999942662969948,2.39348003198385
"ZNF665","Vascular_cell",0.903425819243371,1.85884257906893,0.62695636183277,0.999942662969948,1.66426187906283
"FAM177B","Vascular_cell",0.412280974151921,3.67545762651413,0.910687560197116,0.999942662969948,0.144826796095639
"MIB2","Vascular_cell",-1.80664931720755,2.51164909909644,0.471951161197654,0.999942662969948,0.603076306239903
"MYO5A","Vascular_cell",-0.575972368665693,0.960225186406533,0.548619193978809,0.999942662969948,8.8857253290434
"IRF1-AS1","Vascular_cell",0.172890873964752,1.44642201155721,0.904855445953012,0.999942662969948,1.92726926365234
"ATG7","Vascular_cell",-2.1772853149151,1.23752924303358,0.078512833658246,0.999942662969948,5.26620392293531
"SIPA1L1","Vascular_cell",0.206146619465236,1.07224992514594,0.847541581610895,0.999942662969948,19.6121044507425
"TTC30A","Vascular_cell",-1.63858782671109,3.65297023984402,0.653746823726885,0.999942662969948,0.221716173863515
"RAB40C","Vascular_cell",1.04675130934414,1.78182287687308,0.556894188557621,0.999942662969948,5.02898505068602
"PIGN","Vascular_cell",-0.378259083265677,1.30321041118106,0.771623659817228,0.999942662969948,4.89040160736247
"COL4A6","Vascular_cell",-1.79761018362188,3.649103780621,0.622283306166431,0.999942662969948,0.262028205475064
"ZNF624","Vascular_cell",-0.579215621617144,3.61956976708688,0.872862693237071,0.999942662969948,0.600037338516992
"TOPORS","Vascular_cell",-0.359302575618668,1.18135073052403,0.76101700053029,0.999942662969948,13.4055814202022
"BCO2","Vascular_cell",-0.710704848425932,3.6458116341542,0.845441996155854,0.999942662969948,0.200531103896587
"ENTPD6","Vascular_cell",-0.217580190546402,1.60050781794345,0.891865178070788,0.999942662969948,3.34094705725844
"ENPP1","Vascular_cell",-0.949099048506773,3.63421577425078,0.793971827222263,0.999942662969948,0.380685748540939
"FAR1","Vascular_cell",0.672052938168998,1.28522339693083,0.601038633396902,0.999942662969948,12.5374902861582
"CPLANE1","Vascular_cell",0.164362983666994,1.01810200683564,0.871746403601951,0.999942662969948,9.8326830689206
"ZNF841","Vascular_cell",1.30407813103499,1.03978045078115,0.209774390995041,0.999942662969948,3.48672294083267
"ZNF615","Vascular_cell",-1.64427512019094,1.46381755886592,0.261319136809366,0.999942662969948,1.32559241972446
"EOLA1","Vascular_cell",-1.17301424561791,3.66199940042958,0.748725225758115,0.999942662969948,0.164967530065082
